,cell_name,cell_fate,cell_hours_at_fate,sister_name,sister_fate,sister_hours_at_fate,coinciding_fate,hours_difference_to_fate,memory,treatment
3178,1r-1.1.1.2.1,division,31.0,1r-1.1.1.2.2,division,25.0,True,6.0,0.0,Control
3179,1r-1.1.1.2.1.1,migration,5.0,1r-1.1.1.2.1.2,migration,5.0,True,0.0,0.0,Control
3180,1r-1.1.1.2.2.1,migration,11.0,1r-1.1.1.2.2.2,migration,11.0,True,0.0,0.0,Control
3181,1r-1.1.2.1,division,17.0,1r-1.1.2.2,division,28.0,True,11.0,0.0,Control
3182,1r-1.1.2.1.1,division,22.0,1r-1.1.2.1.2,division,25.0,True,3.0,0.0,Control
3183,1r-1.1.2.1.1.1,migration,19.0,1r-1.1.2.1.1.2,migration,19.0,True,0.0,0.0,Control
3184,1r-1.1.2.1.2.1,migration,16.0,1r-1.1.2.1.2.2,migration,16.0,True,0.0,0.0,Control
3185,1r-1.1.2.2.1,division,28.0,1r-1.1.2.2.2,division,23.0,True,5.0,0.0,Control
3186,1r-1.1.2.2.1.1,migration,2.0,1r-1.1.2.2.1.2,migration,2.0,True,0.0,0.0,Control
3187,1r-1.1.2.2.2.1,migration,7.0,1r-1.1.2.2.2.2,migration,7.0,True,0.0,0.0,Control
3188,1r-1.2.1,division,34.0,1r-1.2.2,division,31.0,True,3.0,0.0,Control
3189,1r-1.2.1.1,division,37.0,1r-1.2.1.2,division,31.0,True,6.0,0.0,Control
3190,1r-1.2.1.1.1,migration,9.0,1r-1.2.1.1.2,migration,9.0,True,0.0,0.0,Control
3191,1r-1.2.1.2.1,migration,15.0,1r-1.2.1.2.2,migration,15.0,True,0.0,0.0,Control
3192,1r-1.2.2.1,division,20.0,1r-1.2.2.2,division,28.0,True,8.0,0.0,Control
3193,1r-1.2.2.1.1,division,27.0,1r-1.2.2.1.2,migration,29.0,False,2.0,0.0,Control
3194,1r-1.2.2.1.1.1,migration,1.0,1r-1.2.2.1.1.2,migration,1.0,True,0.0,0.0,Control
3195,1r-1.2.2.2.1,migration,21.0,1r-1.2.2.2.2,migration,21.0,True,0.0,0.0,Control
3196,1s-1.1,division,23.0,1s-1.2,division,33.0,True,10.0,0.0,Control
3197,1s-1.1.1,division,32.0,1s-1.1.2,division,35.0,True,3.0,0.0,Control
3198,1s-1.1.1.1,division,24.0,1s-1.1.1.2,division,33.0,True,9.0,0.0,Control
3199,1s-1.1.1.1.1,division,25.0,1s-1.1.1.1.2,division,25.0,True,0.0,0.0,Control
3200,1s-1.1.1.1.1.1,migration,7.0,1s-1.1.1.1.1.2,migration,7.0,True,0.0,0.0,Control
3201,1s-1.1.1.1.2.1,migration,7.0,1s-1.1.1.1.2.2,migration,7.0,True,0.0,0.0,Control
3202,1s-1.1.1.2.1,division,21.0,1s-1.1.1.2.2,migration,24.0,False,3.0,0.0,Control
3203,1s-1.1.1.2.1.1,migration,2.0,1s-1.1.1.2.1.2,migration,2.0,True,0.0,0.0,Control
3204,1s-1.1.2.1,division,28.0,1s-1.1.2.2,division,28.0,True,0.0,0.0,Control
3205,1s-1.1.2.1.1,migration,26.0,1s-1.1.2.1.2,division,20.0,False,6.0,0.0,Control
3206,1s-1.1.2.1.2.1,migration,5.0,1s-1.1.2.1.2.2,migration,5.0,True,0.0,0.0,Control
3207,1s-1.1.2.2.1,migration,26.0,1s-1.1.2.2.2,division,24.0,False,2.0,0.0,Control
3208,1s-1.1.2.2.2.1,migration,1.0,1s-1.1.2.2.2.2,migration,1.0,True,0.0,0.0,Control
3209,1s-1.2.1,division,33.0,1s-1.2.2,division,25.0,True,8.0,0.0,Control
3210,1s-1.2.1.1,division,22.0,1s-1.2.1.2,division,21.0,True,1.0,0.0,Control
3211,1s-1.2.1.1.1,migration,24.0,1s-1.2.1.1.2,migration,24.0,True,0.0,0.0,Control
3212,1s-1.2.1.2.1,division,25.0,1s-1.2.1.2.2,migration,25.0,False,0.0,0.0,Control
3213,1s-1.2.2.1,division,26.0,1s-1.2.2.2,division,24.0,True,2.0,0.0,Control
3214,1s-1.2.2.1.1,division,21.0,1s-1.2.2.1.2,division,24.0,True,3.0,0.0,Control
3215,1s-1.2.2.1.1.1,migration,6.0,1s-1.2.2.1.1.2,migration,6.0,True,0.0,0.0,Control
3216,1s-1.2.2.1.2.1,migration,3.0,1s-1.2.2.1.2.2,migration,3.0,True,0.0,0.0,Control
3217,1s-1.2.2.2.1,division,19.0,1s-1.2.2.2.2,division,19.0,True,0.0,0.0,Control
3218,1s-1.2.2.2.1.1,migration,10.0,1s-1.2.2.2.1.2,migration,10.0,True,0.0,0.0,Control
3219,1s-1.2.2.2.2.1,migration,10.0,1s-1.2.2.2.2.2,migration,10.0,True,0.0,0.0,Control
3220,1t-1.1,division,34.0,1t-1.2,division,26.0,True,8.0,0.0,Control
3221,1t-1.1.1,division,18.0,1t-1.1.2,division,29.0,True,11.0,0.0,Control
3222,1t-1.1.1.1,division,23.0,1t-1.1.1.2,division,21.0,True,2.0,0.0,Control
3223,1t-1.1.1.1.1,division,17.0,1t-1.1.1.1.2,division,21.0,True,4.0,0.0,Control
3224,1t-1.1.1.1.1.1,migration,24.0,1t-1.1.1.1.1.2,migration,24.0,True,0.0,0.0,Control
3225,1t-1.1.1.1.2.1,migration,20.0,1t-1.1.1.1.2.2,migration,20.0,True,0.0,0.0,Control
3226,1t-1.1.1.2.1,division,28.0,1t-1.1.1.2.2,division,27.0,True,1.0,0.0,Control
3227,1t-1.1.1.2.1.1,migration,15.0,1t-1.1.1.2.1.2,migration,15.0,True,0.0,0.0,Control
3228,1t-1.1.1.2.2.1,migration,16.0,1t-1.1.1.2.2.2,migration,16.0,True,0.0,0.0,Control
3229,1t-1.1.2.1,division,18.0,1t-1.1.2.2,division,26.0,True,8.0,0.0,Control
3230,1t-1.1.2.1.1,migration,36.0,1t-1.1.2.1.2,division,22.0,False,14.0,0.0,Control
3231,1t-1.1.2.1.2.1,migration,13.0,1t-1.1.2.1.2.2,migration,13.0,True,0.0,0.0,Control
3232,1t-1.1.2.2.1,migration,28.0,1t-1.1.2.2.2,migration,28.0,True,0.0,0.0,Control
3233,1t-1.2.1,division,22.0,1t-1.2.2,division,21.0,True,1.0,0.0,Control
3234,1t-1.2.1.1,division,14.0,1t-1.2.1.2,division,33.0,True,19.0,0.0,Control
3235,1t-1.2.1.1.1,division,32.0,1t-1.2.1.1.2,division,25.0,True,7.0,0.0,Control
3236,1t-1.2.1.1.1.1,migration,22.0,1t-1.2.1.1.1.2,migration,22.0,True,0.0,0.0,Control
3237,1t-1.2.1.1.2.1,division,27.0,1t-1.2.1.1.2.2,migration,29.0,False,2.0,0.0,Control
3238,1t-1.2.1.1.2.1.1,migration,1.0,1t-1.2.1.1.2.1.2,migration,1.0,True,0.0,0.0,Control
3239,1t-1.2.1.2.1,division,25.0,1t-1.2.1.2.2,division,23.0,True,2.0,0.0,Control
3240,1t-1.2.1.2.1.1,migration,10.0,1t-1.2.1.2.1.2,migration,10.0,True,0.0,0.0,Control
3241,1t-1.2.1.2.2.1,migration,12.0,1t-1.2.1.2.2.2,migration,12.0,True,0.0,0.0,Control
3242,1t-1.2.2.1,division,25.0,1t-1.2.2.2,division,15.0,True,10.0,0.0,Control
3243,1t-1.2.2.1.1,division,32.0,1t-1.2.2.1.2,division,19.0,True,13.0,0.0,Control
3244,1t-1.2.2.1.1.1,migration,12.0,1t-1.2.2.1.1.2,migration,12.0,True,0.0,0.0,Control
3245,1t-1.2.2.1.2.1,migration,25.0,1t-1.2.2.1.2.2,migration,25.0,True,0.0,0.0,Control
3246,1t-1.2.2.2.1,division,27.0,1t-1.2.2.2.2,division,31.0,True,4.0,0.0,Control
3247,1t-1.2.2.2.1.1,division,26.0,1t-1.2.2.2.1.2,division,19.0,True,7.0,0.0,Control
3248,1t-1.2.2.2.1.1.1,migration,0.0,1t-1.2.2.2.1.1.2,migration,0.0,True,0.0,0.0,Control
3249,1t-1.2.2.2.1.2.1,migration,7.0,1t-1.2.2.2.1.2.2,migration,7.0,True,0.0,0.0,Control
3250,1t-1.2.2.2.2.1,migration,23.0,1t-1.2.2.2.2.2,division,22.0,False,1.0,0.0,Control
3251,1t-1.2.2.2.2.2.1,migration,0.0,1t-1.2.2.2.2.2.2,migration,0.0,True,0.0,0.0,Control
3252,1u-1.1,division,22.0,1u-1.2,division,31.0,True,9.0,0.0,Control
3253,1u-1.1.1,division,18.0,1u-1.1.2,division,25.0,True,7.0,0.0,Control
3254,1u-1.1.1.1,division,22.0,1u-1.1.1.2,division,22.0,True,0.0,0.0,Control
3255,1u-1.1.1.1.1,division,28.0,1u-1.1.1.1.2,division,27.0,True,1.0,0.0,Control
3256,1u-1.1.1.1.1.1,migration,25.0,1u-1.1.1.1.1.2,division,25.0,False,0.0,0.0,Control
3257,1u-1.1.1.1.2.1,migration,26.0,1u-1.1.1.1.2.2,migration,26.0,True,0.0,0.0,Control
3258,1u-1.1.1.2.1,division,27.0,1u-1.1.1.2.2,division,29.0,True,2.0,0.0,Control
3259,1u-1.1.1.2.1.1,migration,26.0,1u-1.1.1.2.1.2,migration,26.0,True,0.0,0.0,Control
3260,1u-1.1.1.2.2.1,division,22.0,1u-1.1.1.2.2.2,migration,24.0,False,2.0,0.0,Control
3261,1u-1.1.1.2.2.1.1,migration,1.0,1u-1.1.1.2.2.1.2,migration,1.0,True,0.0,0.0,Control
3262,1u-1.1.2.1,division,24.0,1u-1.1.2.2,division,29.0,True,5.0,0.0,Control
3263,1u-1.1.2.1.1,division,31.0,1u-1.1.2.1.2,division,33.0,True,2.0,0.0,Control
3264,1u-1.1.2.1.1.1,migration,13.0,1u-1.1.2.1.1.2,migration,13.0,True,0.0,0.0,Control
3265,1u-1.1.2.1.2.1,migration,11.0,1u-1.1.2.1.2.2,migration,11.0,True,0.0,0.0,Control
3266,1u-1.1.2.2.1,division,25.0,1u-1.1.2.2.2,division,27.0,True,2.0,0.0,Control
3267,1u-1.1.2.2.1.1,migration,14.0,1u-1.1.2.2.1.2,migration,14.0,True,0.0,0.0,Control
3268,1u-1.1.2.2.2.1,migration,12.0,1u-1.1.2.2.2.2,migration,12.0,True,0.0,0.0,Control
3269,1u-1.2.1,division,26.0,1u-1.2.2,division,21.0,True,5.0,0.0,Control
3270,1u-1.2.1.1,division,20.0,1u-1.2.1.2,division,19.0,True,1.0,0.0,Control
3271,1u-1.2.1.1.1,division,27.0,1u-1.2.1.1.2,division,25.0,True,2.0,0.0,Control
3272,1u-1.2.1.1.1.1,migration,11.0,1u-1.2.1.1.1.2,migration,11.0,True,0.0,0.0,Control
3273,1u-1.2.1.1.2.1,migration,13.0,1u-1.2.1.1.2.2,migration,13.0,True,0.0,0.0,Control
3274,1u-1.2.1.2.1,division,19.0,1u-1.2.1.2.2,division,24.0,True,5.0,0.0,Control
3275,1u-1.2.1.2.1.1,migration,20.0,1u-1.2.1.2.1.2,migration,20.0,True,0.0,0.0,Control
3276,1u-1.2.1.2.2.1,migration,15.0,1u-1.2.1.2.2.2,migration,15.0,True,0.0,0.0,Control
3277,1u-1.2.2.1,division,31.0,1u-1.2.2.2,division,28.0,True,3.0,0.0,Control
3278,1u-1.2.2.1.1,division,16.0,1u-1.2.2.1.2,division,22.0,True,6.0,0.0,Control
3279,1u-1.2.2.1.1.1,migration,16.0,1u-1.2.2.1.1.2,migration,16.0,True,0.0,0.0,Control
3280,1u-1.2.2.1.2.1,migration,10.0,1u-1.2.2.1.2.2,migration,10.0,True,0.0,0.0,Control
3281,1u-1.2.2.2.1,division,19.0,1u-1.2.2.2.2,division,23.0,True,4.0,0.0,Control
3282,1u-1.2.2.2.1.1,migration,16.0,1u-1.2.2.2.1.2,migration,16.0,True,0.0,0.0,Control
3283,1u-1.2.2.2.2.1,migration,12.0,1u-1.2.2.2.2.2,migration,12.0,True,0.0,0.0,Control
3284,1v-1.1,division,23.0,1v-1.2,division,27.0,True,4.0,0.0,Control
3285,1v-1.1.1,division,24.0,1v-1.1.2,division,25.0,True,1.0,0.0,Control
3286,1v-1.1.1.1,division,19.0,1v-1.1.1.2,division,28.0,True,9.0,0.0,Control
3287,1v-1.1.1.1.1,division,32.0,1v-1.1.1.1.2,division,29.0,True,3.0,0.0,Control
3288,1v-1.1.1.1.1.1,migration,19.0,1v-1.1.1.1.1.2,migration,19.0,True,0.0,0.0,Control
3289,1v-1.1.1.1.2.1,migration,22.0,1v-1.1.1.1.2.2,division,21.0,False,1.0,0.0,Control
3290,1v-1.1.1.1.2.2.1,migration,0.0,1v-1.1.1.1.2.2.2,migration,0.0,True,0.0,0.0,Control
3291,1v-1.1.1.2.1,division,30.0,1v-1.1.1.2.2,division,25.0,True,5.0,0.0,Control
3292,1v-1.1.1.2.1.1,migration,12.0,1v-1.1.1.2.1.2,migration,12.0,True,0.0,0.0,Control
3293,1v-1.1.1.2.2.1,migration,17.0,1v-1.1.1.2.2.2,migration,17.0,True,0.0,0.0,Control
3294,1v-1.1.2.1,division,24.0,1v-1.1.2.2,division,25.0,True,1.0,0.0,Control
3295,1v-1.1.2.1.1,division,24.0,1v-1.1.2.1.2,division,32.0,True,8.0,0.0,Control
3296,1v-1.1.2.1.1.1,migration,21.0,1v-1.1.2.1.1.2,migration,21.0,True,0.0,0.0,Control
3297,1v-1.1.2.1.2.1,migration,13.0,1v-1.1.2.1.2.2,migration,13.0,True,0.0,0.0,Control
3298,1v-1.1.2.2.1,division,33.0,1v-1.1.2.2.2,division,23.0,True,10.0,0.0,Control
3299,1v-1.1.2.2.1.1,migration,11.0,1v-1.1.2.2.1.2,migration,11.0,True,0.0,0.0,Control
3300,1v-1.1.2.2.2.1,migration,21.0,1v-1.1.2.2.2.2,migration,21.0,True,0.0,0.0,Control
3301,1v-1.2.1,division,16.0,1v-1.2.2,division,22.0,True,6.0,0.0,Control
3302,1v-1.2.1.1,division,21.0,1v-1.2.1.2,division,24.0,True,3.0,0.0,Control
3303,1v-1.2.1.1.1,division,18.0,1v-1.2.1.1.2,division,29.0,True,11.0,0.0,Control
3304,1v-1.2.1.1.1.1,division,27.0,1v-1.2.1.1.1.2,division,19.0,True,8.0,0.0,Control
3305,1v-1.2.1.1.1.1.1,migration,7.0,1v-1.2.1.1.1.1.2,migration,7.0,True,0.0,0.0,Control
3306,1v-1.2.1.1.1.2.1,migration,15.0,1v-1.2.1.1.1.2.2,migration,15.0,True,0.0,0.0,Control
3307,1v-1.2.1.1.2.1,migration,24.0,1v-1.2.1.1.2.2,division,23.0,False,1.0,0.0,Control
3308,1v-1.2.1.1.2.2.1,migration,0.0,1v-1.2.1.1.2.2.2,migration,0.0,True,0.0,0.0,Control
3309,1v-1.2.1.2.1,division,25.0,1v-1.2.1.2.2,division,32.0,True,7.0,0.0,Control
3310,1v-1.2.1.2.1.1,division,23.0,1v-1.2.1.2.1.2,migration,25.0,False,2.0,0.0,Control
3311,1v-1.2.1.2.1.1.1,migration,1.0,1v-1.2.1.2.1.1.2,migration,1.0,True,0.0,0.0,Control
3312,1v-1.2.1.2.2.1,division,17.0,1v-1.2.1.2.2.2,migration,18.0,False,1.0,0.0,Control
3313,1v-1.2.1.2.2.1.1,migration,0.0,1v-1.2.1.2.2.1.2,migration,0.0,True,0.0,0.0,Control
3314,1v-1.2.2.1,division,27.0,1v-1.2.2.2,division,18.0,True,9.0,0.0,Control
3315,1v-1.2.2.1.1,division,25.0,1v-1.2.2.1.2,division,29.0,True,4.0,0.0,Control
3316,1v-1.2.2.1.1.1,migration,16.0,1v-1.2.2.1.1.2,migration,16.0,True,0.0,0.0,Control
3317,1v-1.2.2.1.2.1,migration,12.0,1v-1.2.2.1.2.2,migration,12.0,True,0.0,0.0,Control
3318,1v-1.2.2.2.1,division,34.0,1v-1.2.2.2.2,division,27.0,True,7.0,0.0,Control
3319,1v-1.2.2.2.1.1,migration,16.0,1v-1.2.2.2.1.2,migration,16.0,True,0.0,0.0,Control
3320,1v-1.2.2.2.2.1,division,23.0,1v-1.2.2.2.2.2,migration,23.0,False,0.0,0.0,Control
3321,1w-1.1,division,19.0,1w-1.2,division,22.0,True,3.0,0.0,Control
3322,1w-1.1.1,division,24.0,1w-1.1.2,division,19.0,True,5.0,0.0,Control
3323,1w-1.1.1.1,division,31.0,1w-1.1.1.2,division,27.0,True,4.0,0.0,Control
3324,1w-1.1.1.1.1,division,23.0,1w-1.1.1.1.2,division,32.0,True,9.0,0.0,Control
3325,1w-1.1.1.1.1.1,migration,14.0,1w-1.1.1.1.1.2,migration,14.0,True,0.0,0.0,Control
3326,1w-1.1.1.1.2.1,migration,5.0,1w-1.1.1.1.2.2,migration,5.0,True,0.0,0.0,Control
3327,1w-1.1.1.2.1,division,22.0,1w-1.1.1.2.2,division,23.0,True,1.0,0.0,Control
3328,1w-1.1.1.2.1.1,migration,19.0,1w-1.1.1.2.1.2,migration,19.0,True,0.0,0.0,Control
3329,1w-1.1.1.2.2.1,migration,18.0,1w-1.1.1.2.2.2,migration,18.0,True,0.0,0.0,Control
3330,1w-1.1.2.1,division,21.0,1w-1.1.2.2,division,17.0,True,4.0,0.0,Control
3331,1w-1.1.2.1.1,division,25.0,1w-1.1.2.1.2,division,25.0,True,0.0,0.0,Control
3332,1w-1.1.2.1.1.1,division,23.0,1w-1.1.2.1.1.2,migration,27.0,False,4.0,0.0,Control
3333,1w-1.1.2.1.1.1.1,migration,3.0,1w-1.1.2.1.1.1.2,migration,3.0,True,0.0,0.0,Control
3334,1w-1.1.2.1.2.1,division,27.0,1w-1.1.2.1.2.2,division,24.0,True,3.0,0.0,Control
3335,1w-1.1.2.1.2.2.1,migration,2.0,1w-1.1.2.1.2.2.2,migration,2.0,True,0.0,0.0,Control
3336,1w-1.1.2.2.1,division,26.0,1w-1.1.2.2.2,division,28.0,True,2.0,0.0,Control
3337,1w-1.1.2.2.1.1,division,21.0,1w-1.1.2.2.1.2,division,28.0,True,7.0,0.0,Control
3338,1w-1.1.2.2.1.1.1,migration,8.0,1w-1.1.2.2.1.1.2,migration,8.0,True,0.0,0.0,Control
3339,1w-1.1.2.2.1.2.1,migration,1.0,1w-1.1.2.2.1.2.2,migration,1.0,True,0.0,0.0,Control
3340,1w-1.1.2.2.2.1,division,18.0,1w-1.1.2.2.2.2,migration,28.0,False,10.0,0.0,Control
3341,1w-1.1.2.2.2.1.1,migration,9.0,1w-1.1.2.2.2.1.2,migration,9.0,True,0.0,0.0,Control
3342,1w-1.2.1,division,24.0,1w-1.2.2,division,29.0,True,5.0,0.0,Control
3343,1w-1.2.1.1,division,32.0,1w-1.2.1.2,division,21.0,True,11.0,0.0,Control
3344,1w-1.2.1.1.1,division,18.0,1w-1.2.1.1.2,division,24.0,True,6.0,0.0,Control
3345,1w-1.2.1.1.1.1,migration,15.0,1w-1.2.1.1.1.2,migration,15.0,True,0.0,0.0,Control
3346,1w-1.2.1.1.2.1,migration,9.0,1w-1.2.1.1.2.2,migration,9.0,True,0.0,0.0,Control
3347,1w-1.2.1.2.1,division,24.0,1w-1.2.1.2.2,division,28.0,True,4.0,0.0,Control
3348,1w-1.2.1.2.1.1,migration,20.0,1w-1.2.1.2.1.2,migration,20.0,True,0.0,0.0,Control
3349,1w-1.2.1.2.2.1,migration,16.0,1w-1.2.1.2.2.2,migration,16.0,True,0.0,0.0,Control
3350,1w-1.2.2.1,division,19.0,1w-1.2.2.2,division,18.0,True,1.0,0.0,Control
3351,1w-1.2.2.1.1,division,28.0,1w-1.2.2.1.2,division,28.0,True,0.0,0.0,Control
3352,1w-1.2.2.1.1.1,migration,13.0,1w-1.2.2.1.1.2,migration,13.0,True,0.0,0.0,Control
3353,1w-1.2.2.1.2.1,migration,13.0,1w-1.2.2.1.2.2,migration,13.0,True,0.0,0.0,Control
3354,1w-1.2.2.2.1,division,26.0,1w-1.2.2.2.2,division,22.0,True,4.0,0.0,Control
3355,1w-1.2.2.2.1.1,migration,16.0,1w-1.2.2.2.1.2,migration,16.0,True,0.0,0.0,Control
3356,1w-1.2.2.2.2.1,migration,20.0,1w-1.2.2.2.2.2,division,19.0,False,1.0,0.0,Control
3357,1w-1.2.2.2.2.2.1,migration,0.0,1w-1.2.2.2.2.2.2,migration,0.0,True,0.0,0.0,Control
3358,1x-1.1,division,25.0,1x-1.2,division,27.0,True,2.0,0.0,Control
3359,1x-1.1.1,division,32.0,1x-1.1.2,division,31.0,True,1.0,0.0,Control
3360,1x-1.1.1.1,division,21.0,1x-1.1.1.2,division,22.0,True,1.0,0.0,Control
3361,1x-1.1.1.1.1,division,34.0,1x-1.1.1.1.2,division,25.0,True,9.0,0.0,Control
3362,1x-1.1.1.1.1.1,migration,13.0,1x-1.1.1.1.1.2,migration,13.0,True,0.0,0.0,Control
3363,1x-1.1.1.1.2.1,migration,22.0,1x-1.1.1.1.2.2,division,18.0,False,4.0,0.0,Control
3364,1x-1.1.1.1.2.2.1,migration,3.0,1x-1.1.1.1.2.2.2,migration,3.0,True,0.0,0.0,Control
3365,1x-1.1.1.2.1,division,26.0,1x-1.1.1.2.2,division,26.0,True,0.0,0.0,Control
3366,1x-1.1.1.2.1.1,migration,20.0,1x-1.1.1.2.1.2,migration,20.0,True,0.0,0.0,Control
3367,1x-1.1.1.2.2.1,migration,20.0,1x-1.1.1.2.2.2,division,20.0,False,0.0,0.0,Control
3368,1x-1.1.2.1,division,23.0,1x-1.1.2.2,division,33.0,True,10.0,0.0,Control
3369,1x-1.1.2.1.1,division,25.0,1x-1.1.2.1.2,division,24.0,True,1.0,0.0,Control
3370,1x-1.1.2.1.1.1,migration,21.0,1x-1.1.2.1.1.2,migration,21.0,True,0.0,0.0,Control
3371,1x-1.1.2.1.2.1,division,17.0,1x-1.1.2.1.2.2,migration,22.0,False,5.0,0.0,Control
3372,1x-1.1.2.1.2.1.1,migration,4.0,1x-1.1.2.1.2.1.2,migration,4.0,True,0.0,0.0,Control
3373,1x-1.1.2.2.1,division,23.0,1x-1.1.2.2.2,division,26.0,True,3.0,0.0,Control
3374,1x-1.1.2.2.1.1,migration,13.0,1x-1.1.2.2.1.2,migration,13.0,True,0.0,0.0,Control
3375,1x-1.1.2.2.2.1,migration,10.0,1x-1.1.2.2.2.2,migration,10.0,True,0.0,0.0,Control
3376,1x-1.2.1,division,25.0,1x-1.2.2,division,20.0,True,5.0,0.0,Control
3377,1x-1.2.1.1,division,22.0,1x-1.2.1.2,division,19.0,True,3.0,0.0,Control
3378,1x-1.2.1.1.1,division,23.0,1x-1.2.1.1.2,division,26.0,True,3.0,0.0,Control
3379,1x-1.2.1.1.1.1,migration,28.0,1x-1.2.1.1.1.2,division,21.0,False,7.0,0.0,Control
3380,1x-1.2.1.1.1.2.1,migration,6.0,1x-1.2.1.1.1.2.2,migration,6.0,True,0.0,0.0,Control
3381,1x-1.2.1.1.2.1,division,18.0,1x-1.2.1.1.2.2,migration,25.0,False,7.0,0.0,Control
3382,1x-1.2.1.1.2.1.1,migration,6.0,1x-1.2.1.1.2.1.2,migration,6.0,True,0.0,0.0,Control
3383,1x-1.2.1.2.1,division,26.0,1x-1.2.1.2.2,division,25.0,True,1.0,0.0,Control
3384,1x-1.2.1.2.1.1,division,20.0,1x-1.2.1.2.1.2,migration,28.0,False,8.0,0.0,Control
3385,1x-1.2.1.2.1.1.1,migration,7.0,1x-1.2.1.2.1.1.2,migration,7.0,True,0.0,0.0,Control
3386,1x-1.2.1.2.2.1,migration,29.0,1x-1.2.1.2.2.2,division,21.0,False,8.0,0.0,Control
3387,1x-1.2.1.2.2.2.1,migration,7.0,1x-1.2.1.2.2.2.2,migration,7.0,True,0.0,0.0,Control
3388,1x-1.2.2.1,division,23.0,1x-1.2.2.2,division,27.0,True,4.0,0.0,Control
3389,1x-1.2.2.1.1,division,24.0,1x-1.2.2.1.2,division,19.0,True,5.0,0.0,Control
3390,1x-1.2.2.1.1.1,division,26.0,1x-1.2.2.1.1.2,division,25.0,True,1.0,0.0,Control
3391,1x-1.2.2.1.1.1.1,migration,4.0,1x-1.2.2.1.1.1.2,migration,4.0,True,0.0,0.0,Control
3392,1x-1.2.2.1.1.2.1,migration,5.0,1x-1.2.2.1.1.2.2,migration,5.0,True,0.0,0.0,Control
3393,1x-1.2.2.1.2.1,division,24.0,1x-1.2.2.1.2.2,division,17.0,True,7.0,0.0,Control
3394,1x-1.2.2.1.2.1.1,migration,11.0,1x-1.2.2.1.2.1.2,migration,11.0,True,0.0,0.0,Control
3395,1x-1.2.2.1.2.2.1,migration,18.0,1x-1.2.2.1.2.2.2,migration,18.0,True,0.0,0.0,Control
3396,1x-1.2.2.2.1,division,27.0,1x-1.2.2.2.2,division,21.0,True,6.0,0.0,Control
3397,1x-1.2.2.2.1.1,migration,24.0,1x-1.2.2.2.1.2,migration,24.0,True,0.0,0.0,Control
3398,1x-1.2.2.2.2.1,division,30.0,1x-1.2.2.2.2.2,migration,30.0,False,0.0,0.0,Control
3399,1y-1.1,division,27.0,1y-1.2,division,28.0,True,1.0,0.0,Control
3400,1y-1.1.1,division,20.0,1y-1.1.2,division,27.0,True,7.0,0.0,Control
3401,1y-1.1.1.1,division,25.0,1y-1.1.1.2,division,27.0,True,2.0,0.0,Control
3402,1y-1.1.1.1.1,division,34.0,1y-1.1.1.1.2,division,30.0,True,4.0,0.0,Control
3403,1y-1.1.1.1.1.1,migration,7.0,1y-1.1.1.1.1.2,migration,7.0,True,0.0,0.0,Control
3404,1y-1.1.1.1.2.1,migration,11.0,1y-1.1.1.1.2.2,migration,11.0,True,0.0,0.0,Control
3405,1y-1.1.1.2.1,division,18.0,1y-1.1.1.2.2,division,20.0,True,2.0,0.0,Control
3406,1y-1.1.1.2.1.1,migration,21.0,1y-1.1.1.2.1.2,migration,21.0,True,0.0,0.0,Control
3407,1y-1.1.1.2.2.1,migration,19.0,1y-1.1.1.2.2.2,migration,19.0,True,0.0,0.0,Control
3408,1y-1.1.2.1,division,27.0,1y-1.1.2.2,division,32.0,True,5.0,0.0,Control
3409,1y-1.1.2.1.1,division,31.0,1y-1.1.2.1.2,division,28.0,True,3.0,0.0,Control
3410,1y-1.1.2.1.1.1,migration,1.0,1y-1.1.2.1.1.2,migration,1.0,True,0.0,0.0,Control
3411,1y-1.1.2.1.2.1,migration,4.0,1y-1.1.2.1.2.2,migration,4.0,True,0.0,0.0,Control
3412,1y-1.1.2.2.1,division,25.0,1y-1.1.2.2.2,division,20.0,True,5.0,0.0,Control
3413,1y-1.1.2.2.1.1,migration,2.0,1y-1.1.2.2.1.2,migration,2.0,True,0.0,0.0,Control
3414,1y-1.1.2.2.2.1,migration,7.0,1y-1.1.2.2.2.2,migration,7.0,True,0.0,0.0,Control
3415,1y-1.2.1,division,30.0,1y-1.2.2,division,34.0,True,4.0,0.0,Control
3416,1y-1.2.1.1,division,25.0,1y-1.2.1.2,division,21.0,True,4.0,0.0,Control
3417,1y-1.2.1.1.1,division,24.0,1y-1.2.1.1.2,division,25.0,True,1.0,0.0,Control
3418,1y-1.2.1.1.1.1,migration,6.0,1y-1.2.1.1.1.2,migration,6.0,True,0.0,0.0,Control
3419,1y-1.2.1.1.2.1,migration,5.0,1y-1.2.1.1.2.2,migration,5.0,True,0.0,0.0,Control
3420,1y-1.2.1.2.1,division,24.0,1y-1.2.1.2.2,division,17.0,True,7.0,0.0,Control
3421,1y-1.2.1.2.1.1,migration,10.0,1y-1.2.1.2.1.2,migration,10.0,True,0.0,0.0,Control
3422,1y-1.2.1.2.2.1,migration,17.0,1y-1.2.1.2.2.2,division,15.0,False,2.0,0.0,Control
3423,1y-1.2.1.2.2.2.1,migration,1.0,1y-1.2.1.2.2.2.2,migration,1.0,True,0.0,0.0,Control
3424,1y-1.2.2.1,division,19.0,1y-1.2.2.2,division,19.0,True,0.0,0.0,Control
