,cell_name,cell_fate,cell_hours_at_fate,sister_name,sister_fate,sister_hours_at_fate,coinciding_fate,hours_difference_to_fate,memory,treatment
3425,1y-1.2.2.1.1,division,26.0,1y-1.2.2.1.2,division,25.0,True,1.0,0.0,Control
3426,1y-1.2.2.1.1.1,migration,6.0,1y-1.2.2.1.1.2,migration,6.0,True,0.0,0.0,Control
3427,1y-1.2.2.1.2.1,migration,7.0,1y-1.2.2.1.2.2,migration,7.0,True,0.0,0.0,Control
3428,1y-1.2.2.2.1,division,21.0,1y-1.2.2.2.2,division,24.0,True,3.0,0.0,Control
3429,1y-1.2.2.2.1.1,migration,11.0,1y-1.2.2.2.1.2,migration,11.0,True,0.0,0.0,Control
3430,1y-1.2.2.2.2.1,migration,8.0,1y-1.2.2.2.2.2,migration,8.0,True,0.0,0.0,Control
3431,1z-1.1,division,23.0,1z-1.2,division,23.0,True,0.0,0.0,Control
3432,1z-1.1.1,division,17.0,1z-1.1.2,division,30.0,True,13.0,0.0,Control
3433,1z-1.1.1.1,division,32.0,1z-1.1.1.2,division,19.0,True,13.0,0.0,Control
3434,1z-1.1.1.1.1,division,34.0,1z-1.1.1.1.2,division,23.0,True,11.0,0.0,Control
3435,1z-1.1.1.1.1.1,migration,9.0,1z-1.1.1.1.1.2,migration,9.0,True,0.0,0.0,Control
3436,1z-1.1.1.1.2.1,division,20.0,1z-1.1.1.1.2.2,migration,20.0,False,0.0,0.0,Control
3437,1z-1.1.1.2.1,division,23.0,1z-1.1.1.2.2,division,22.0,True,1.0,0.0,Control
3438,1z-1.1.1.2.1.1,division,26.0,1z-1.1.1.2.1.2,division,26.0,True,0.0,0.0,Control
3439,1z-1.1.1.2.1.1.1,migration,6.0,1z-1.1.1.2.1.1.2,migration,6.0,True,0.0,0.0,Control
3440,1z-1.1.1.2.1.2.1,migration,6.0,1z-1.1.1.2.1.2.2,migration,6.0,True,0.0,0.0,Control
3441,1z-1.1.1.2.2.1,division,27.0,1z-1.1.1.2.2.2,division,21.0,True,6.0,0.0,Control
3442,1z-1.1.1.2.2.1.1,migration,6.0,1z-1.1.1.2.2.1.2,migration,6.0,True,0.0,0.0,Control
3443,1z-1.1.1.2.2.2.1,migration,12.0,1z-1.1.1.2.2.2.2,migration,12.0,True,0.0,0.0,Control
3444,1z-1.1.2.1,division,39.0,1z-1.1.2.2,division,24.0,True,15.0,0.0,Control
3445,1z-1.1.2.1.1,migration,24.0,1z-1.1.2.1.2,migration,24.0,True,0.0,0.0,Control
3446,1z-1.1.2.2.1,division,25.0,1z-1.1.2.2.2,division,23.0,True,2.0,0.0,Control
3447,1z-1.1.2.2.1.1,migration,13.0,1z-1.1.2.2.1.2,migration,13.0,True,0.0,0.0,Control
3448,1z-1.1.2.2.2.1,migration,15.0,1z-1.1.2.2.2.2,migration,15.0,True,0.0,0.0,Control
3449,1z-1.2.1,division,31.0,1z-1.2.2,division,21.0,True,10.0,0.0,Control
3450,1z-1.2.1.1,division,25.0,1z-1.2.1.2,division,19.0,True,6.0,0.0,Control
3451,1z-1.2.1.1.1,division,31.0,1z-1.2.1.1.2,division,21.0,True,10.0,0.0,Control
3452,1z-1.2.1.1.1.1,migration,5.0,1z-1.2.1.1.1.2,migration,5.0,True,0.0,0.0,Control
3453,1z-1.2.1.1.2.1,migration,15.0,1z-1.2.1.1.2.2,migration,15.0,True,0.0,0.0,Control
3454,1z-1.2.1.2.1,division,23.0,1z-1.2.1.2.2,division,28.0,True,5.0,0.0,Control
3455,1z-1.2.1.2.1.1,migration,19.0,1z-1.2.1.2.1.2,migration,19.0,True,0.0,0.0,Control
3456,1z-1.2.1.2.2.1,migration,14.0,1z-1.2.1.2.2.2,migration,14.0,True,0.0,0.0,Control
3457,1z-1.2.2.1,division,25.0,1z-1.2.2.2,division,25.0,True,0.0,0.0,Control
3458,1z-1.2.2.1.1,division,27.0,1z-1.2.2.1.2,division,27.0,True,0.0,0.0,Control
3459,1z-1.2.2.1.1.1,migration,19.0,1z-1.2.2.1.1.2,division,16.0,False,3.0,0.0,Control
3460,1z-1.2.2.1.1.2.1,migration,2.0,1z-1.2.2.1.1.2.2,migration,2.0,True,0.0,0.0,Control
3461,1z-1.2.2.1.2.1,migration,19.0,1z-1.2.2.1.2.2,migration,19.0,True,0.0,0.0,Control
3462,1z-1.2.2.2.1,division,29.0,1z-1.2.2.2.2,division,40.0,True,11.0,0.0,Control
3463,1z-1.2.2.2.1.1,migration,17.0,1z-1.2.2.2.1.2,division,17.0,False,0.0,0.0,Control
3464,1z-1.2.2.2.2.1,migration,6.0,1z-1.2.2.2.2.2,migration,6.0,True,0.0,0.0,Control
3465,1a-1.1,division,25.0,1a-1.2,division,24.0,True,1.0,0.0,TMZ
3466,1a-1.1.1,division,25.0,1a-1.1.2,division,35.0,True,10.0,0.0,TMZ
3467,1a-1.1.1.1,division,32.0,1a-1.1.1.2,division,42.0,True,10.0,0.0,TMZ
3468,1a-1.1.1.1.1,division,32.0,1a-1.1.1.1.2,division,29.0,True,3.0,0.0,TMZ
3469,1a-1.1.1.1.1.1,migration,6.0,1a-1.1.1.1.1.2,migration,6.0,True,0.0,0.0,TMZ
3470,1a-1.1.1.1.2.1,migration,9.0,1a-1.1.1.1.2.2,migration,9.0,True,0.0,0.0,TMZ
3471,1a-1.1.1.2.1,migration,29.0,1a-1.1.1.2.2,migration,29.0,True,0.0,0.0,TMZ
3472,1a-1.1.2.1,death,35.0,1a-1.1.2.2,death,55.0,True,20.0,0.0,TMZ
3473,1a-1.2.1,division,21.0,1a-1.2.2,division,25.0,True,4.0,0.0,TMZ
3474,1a-1.2.1.1,division,29.0,1a-1.2.1.2,division,40.0,True,11.0,0.0,TMZ
3475,1a-1.2.1.1.1,division,23.0,1a-1.2.1.1.2,division,16.0,True,7.0,0.0,TMZ
3476,1a-1.2.1.1.1.1,migration,23.0,1a-1.2.1.1.1.2,migration,23.0,True,0.0,0.0,TMZ
3477,1a-1.2.1.1.2.1,division,0.0,1a-1.2.1.1.2.2,division,5.0,True,5.0,0.0,TMZ
3478,1a-1.2.1.1.2.1.1,division,18.0,1a-1.2.1.1.2.1.2,division,4.0,True,14.0,0.0,TMZ
3479,1a-1.2.1.1.2.1.1.1,migration,10.0,1a-1.2.1.1.2.1.1.2,migration,10.0,True,0.0,0.0,TMZ
3480,1a-1.2.1.1.2.1.2.1,division,22.0,1a-1.2.1.1.2.1.2.2,division,17.0,True,5.0,0.0,TMZ
3481,1a-1.2.1.1.2.1.2.1.1,migration,1.0,1a-1.2.1.1.2.1.2.1.2,migration,1.0,True,0.0,0.0,TMZ
3482,1a-1.2.1.1.2.1.2.2.1,migration,6.0,1a-1.2.1.1.2.1.2.2.2,migration,6.0,True,0.0,0.0,TMZ
3483,1a-1.2.1.1.2.2.1,division,20.0,1a-1.2.1.1.2.2.2,division,20.0,True,0.0,0.0,TMZ
3484,1a-1.2.1.1.2.2.1.1,migration,3.0,1a-1.2.1.1.2.2.1.2,migration,3.0,True,0.0,0.0,TMZ
3485,1a-1.2.1.1.2.2.2.1,migration,3.0,1a-1.2.1.1.2.2.2.2,migration,3.0,True,0.0,0.0,TMZ
3486,1a-1.2.1.2.1,migration,36.0,1a-1.2.1.2.2,division,31.0,False,5.0,0.0,TMZ
3487,1a-1.2.1.2.2.1,migration,4.0,1a-1.2.1.2.2.2,migration,4.0,True,0.0,0.0,TMZ
3488,1a-1.2.2.1,division,29.0,1a-1.2.2.2,division,27.0,True,2.0,0.0,TMZ
3489,1a-1.2.2.1.1,division,7.0,1a-1.2.2.1.2,division,22.0,True,15.0,0.0,TMZ
3490,1a-1.2.2.1.1.1,division,11.0,1a-1.2.2.1.1.2,division,17.0,True,6.0,0.0,TMZ
3491,1a-1.2.2.1.1.1.1,division,4.0,1a-1.2.2.1.1.1.2,division,19.0,True,15.0,0.0,TMZ
3492,1a-1.2.2.1.1.1.1.1,migration,18.0,1a-1.2.2.1.1.1.1.2,division,15.0,False,3.0,0.0,TMZ
3493,1a-1.2.2.1.1.1.1.2.1,migration,2.0,1a-1.2.2.1.1.1.1.2.2,migration,2.0,True,0.0,0.0,TMZ
3494,1a-1.2.2.1.1.1.2.1,migration,3.0,1a-1.2.2.1.1.1.2.2,migration,3.0,True,0.0,0.0,TMZ
3495,1a-1.2.2.1.1.2.1,division,16.0,1a-1.2.2.1.1.2.2,migration,17.0,False,1.0,0.0,TMZ
3496,1a-1.2.2.1.1.2.1.1,migration,0.0,1a-1.2.2.1.1.2.1.2,migration,0.0,True,0.0,0.0,TMZ
3497,1a-1.2.2.1.2.1,migration,20.0,1a-1.2.2.1.2.2,migration,20.0,True,0.0,0.0,TMZ
3498,1a-1.2.2.2.1,division,21.0,1a-1.2.2.2.2,migration,45.0,False,24.0,0.0,TMZ
3499,1a-1.2.2.2.1.1,division,17.0,1a-1.2.2.2.1.2,division,16.0,True,1.0,0.0,TMZ
3500,1a-1.2.2.2.1.1.1,migration,5.0,1a-1.2.2.2.1.1.2,migration,5.0,True,0.0,0.0,TMZ
3501,1a-1.2.2.2.1.2.1,migration,6.0,1a-1.2.2.2.1.2.2,migration,6.0,True,0.0,0.0,TMZ
3502,1aa-1.1,division,25.0,1aa-1.2,division,21.0,True,4.0,0.0,TMZ
3503,1aa-1.1.1,division,23.0,1aa-1.1.2,division,12.0,True,11.0,0.0,TMZ
3504,1aa-1.1.1.1,division,36.0,1aa-1.1.1.2,division,35.0,True,1.0,0.0,TMZ
3505,1aa-1.1.1.1.1,migration,23.0,1aa-1.1.1.1.2,migration,23.0,True,0.0,0.0,TMZ
3506,1aa-1.1.1.2.1,division,22.0,1aa-1.1.1.2.2,migration,24.0,False,2.0,0.0,TMZ
3507,1aa-1.1.1.2.1.1,migration,1.0,1aa-1.1.1.2.1.2,migration,1.0,True,0.0,0.0,TMZ
3508,1aa-1.1.2.1,division,15.0,1aa-1.1.2.2,division,18.0,True,3.0,0.0,TMZ
3509,1aa-1.1.2.1.1,division,17.0,1aa-1.1.2.1.2,division,11.0,True,6.0,0.0,TMZ
3510,1aa-1.1.2.1.1.1,division,14.0,1aa-1.1.2.1.1.2,division,0.0,True,14.0,0.0,TMZ
3511,1aa-1.1.2.1.1.1.1,division,16.0,1aa-1.1.2.1.1.1.2,division,9.0,True,7.0,0.0,TMZ
3512,1aa-1.1.2.1.1.1.1.1,migration,5.0,1aa-1.1.2.1.1.1.1.2,migration,5.0,True,0.0,0.0,TMZ
3513,1aa-1.1.2.1.1.1.2.1,division,9.0,1aa-1.1.2.1.1.1.2.2,migration,12.0,False,3.0,0.0,TMZ
3514,1aa-1.1.2.1.1.1.2.1.1,migration,2.0,1aa-1.1.2.1.1.1.2.1.2,migration,2.0,True,0.0,0.0,TMZ
3515,1aa-1.1.2.1.1.2.1,division,20.0,1aa-1.1.2.1.1.2.2,division,17.0,True,3.0,0.0,TMZ
3516,1aa-1.1.2.1.1.2.1.1,division,13.0,1aa-1.1.2.1.1.2.1.2,migration,15.0,False,2.0,0.0,TMZ
3517,1aa-1.1.2.1.1.2.1.1.1,migration,1.0,1aa-1.1.2.1.1.2.1.1.2,migration,1.0,True,0.0,0.0,TMZ
3518,1aa-1.1.2.1.1.2.2.1,division,17.0,1aa-1.1.2.1.1.2.2.2,migration,18.0,False,1.0,0.0,TMZ
3519,1aa-1.1.2.1.1.2.2.1.1,migration,0.0,1aa-1.1.2.1.1.2.2.1.2,migration,0.0,True,0.0,0.0,TMZ
3520,1aa-1.1.2.1.2.1,division,20.0,1aa-1.1.2.1.2.2,division,20.0,True,0.0,0.0,TMZ
3521,1aa-1.1.2.1.2.1.1,division,9.0,1aa-1.1.2.1.2.1.2,division,13.0,True,4.0,0.0,TMZ
3522,1aa-1.1.2.1.2.1.1.1,division,7.0,1aa-1.1.2.1.2.1.1.2,migration,12.0,False,5.0,0.0,TMZ
3523,1aa-1.1.2.1.2.1.1.1.1,migration,4.0,1aa-1.1.2.1.2.1.1.1.2,division,2.0,False,2.0,0.0,TMZ
3524,1aa-1.1.2.1.2.1.1.1.2.1,migration,1.0,1aa-1.1.2.1.2.1.1.1.2.2,migration,1.0,True,0.0,0.0,TMZ
3525,1aa-1.1.2.1.2.1.2.1,migration,8.0,1aa-1.1.2.1.2.1.2.2,migration,8.0,True,0.0,0.0,TMZ
3526,1aa-1.1.2.1.2.2.1,division,14.0,1aa-1.1.2.1.2.2.2,division,21.0,True,7.0,0.0,TMZ
3527,1aa-1.1.2.1.2.2.1.1,migration,7.0,1aa-1.1.2.1.2.2.1.2,migration,7.0,True,0.0,0.0,TMZ
3528,1aa-1.1.2.1.2.2.2.1,migration,0.0,1aa-1.1.2.1.2.2.2.2,migration,0.0,True,0.0,0.0,TMZ
3529,1aa-1.1.2.2.1,division,24.0,1aa-1.1.2.2.2,division,22.0,True,2.0,0.0,TMZ
3530,1aa-1.1.2.2.1.1,migration,27.0,1aa-1.1.2.2.1.2,migration,27.0,True,0.0,0.0,TMZ
3531,1aa-1.1.2.2.2.1,division,15.0,1aa-1.1.2.2.2.2,division,22.0,True,7.0,0.0,TMZ
3532,1aa-1.1.2.2.2.1.1,division,10.0,1aa-1.1.2.2.2.1.2,division,6.0,True,4.0,0.0,TMZ
3533,1aa-1.1.2.2.2.1.1.1,migration,2.0,1aa-1.1.2.2.2.1.1.2,migration,2.0,True,0.0,0.0,TMZ
3534,1aa-1.1.2.2.2.1.2.1,migration,6.0,1aa-1.1.2.2.2.1.2.2,migration,6.0,True,0.0,0.0,TMZ
3535,1aa-1.1.2.2.2.2.1,migration,6.0,1aa-1.1.2.2.2.2.2,migration,6.0,True,0.0,0.0,TMZ
3536,1aa-1.2.1,death,66.0,1aa-1.2.2,division,45.0,False,21.0,0.0,TMZ
3537,1aa-1.2.2.1,division,39.0,1aa-1.2.2.2,division,31.0,True,8.0,0.0,TMZ
3538,1aa-1.2.2.1.1,migration,2.0,1aa-1.2.2.1.2,migration,2.0,True,0.0,0.0,TMZ
3539,1aa-1.2.2.2.1,migration,10.0,1aa-1.2.2.2.2,migration,10.0,True,0.0,0.0,TMZ
3540,1ab-1.1,division,17.0,1ab-1.2,division,30.0,True,13.0,0.0,TMZ
3541,1ab-1.1.1,division,53.0,1ab-1.1.2,division,18.0,True,35.0,0.0,TMZ
3542,1ab-1.1.1.1,migration,42.0,1ab-1.1.1.2,division,24.0,False,18.0,0.0,TMZ
3543,1ab-1.1.1.2.1,migration,17.0,1ab-1.1.1.2.2,migration,17.0,True,0.0,0.0,TMZ
3544,1ab-1.1.2.1,division,32.0,1ab-1.1.2.2,division,23.0,True,9.0,0.0,TMZ
3545,1ab-1.1.2.1.1,division,20.0,1ab-1.1.2.1.2,migration,44.0,False,24.0,0.0,TMZ
3546,1ab-1.1.2.1.1.1,migration,23.0,1ab-1.1.2.1.1.2,migration,23.0,True,0.0,0.0,TMZ
3547,1ab-1.1.2.2.1,division,53.0,1ab-1.1.2.2.2,death,31.0,False,22.0,0.0,TMZ
3548,1ab-1.2.1,division,21.0,1ab-1.2.2,division,29.0,True,8.0,0.0,TMZ
3549,1ab-1.2.1.1,division,19.0,1ab-1.2.1.2,division,21.0,True,2.0,0.0,TMZ
3550,1ab-1.2.1.1.1,division,19.0,1ab-1.2.1.1.2,division,26.0,True,7.0,0.0,TMZ
3551,1ab-1.2.1.1.1.1,division,19.0,1ab-1.2.1.1.1.2,division,21.0,True,2.0,0.0,TMZ
3552,1ab-1.2.1.1.1.1.1,migration,1.0,1ab-1.2.1.1.1.1.2,migration,1.0,True,0.0,0.0,TMZ
3553,1ab-1.2.1.1.2.1,division,9.0,1ab-1.2.1.1.2.2,migration,14.0,False,5.0,0.0,TMZ
3554,1ab-1.2.1.1.2.1.1,migration,4.0,1ab-1.2.1.1.2.1.2,migration,4.0,True,0.0,0.0,TMZ
3555,1ab-1.2.1.2.1,division,22.0,1ab-1.2.1.2.2,division,36.0,True,14.0,0.0,TMZ
3556,1ab-1.2.1.2.1.1,migration,16.0,1ab-1.2.1.2.1.2,migration,16.0,True,0.0,0.0,TMZ
3557,1ab-1.2.1.2.2.1,migration,2.0,1ab-1.2.1.2.2.2,migration,2.0,True,0.0,0.0,TMZ
3558,1ab-1.2.2.1,division,43.0,1ab-1.2.2.2,division,33.0,True,10.0,0.0,TMZ
3559,1ab-1.2.2.1.1,migration,9.0,1ab-1.2.2.1.2,migration,9.0,True,0.0,0.0,TMZ
3560,1ab-1.2.2.2.1,migration,19.0,1ab-1.2.2.2.2,division,18.0,False,1.0,0.0,TMZ
3561,1ab-1.2.2.2.2.1,division,0.0,1ab-1.2.2.2.2.2,migration,0.0,False,0.0,0.0,TMZ
3562,1ac-1.1,division,27.0,1ac-1.2,division,26.0,True,1.0,0.0,TMZ
3563,1ac-1.1.1,division,17.0,1ac-1.1.2,division,21.0,True,4.0,0.0,TMZ
3564,1ac-1.1.1.1,division,17.0,1ac-1.1.1.2,division,7.0,True,10.0,0.0,TMZ
3565,1ac-1.1.1.1.1,division,19.0,1ac-1.1.1.1.2,division,28.0,True,9.0,0.0,TMZ
3566,1ac-1.1.1.1.1.1,division,19.0,1ac-1.1.1.1.1.2,division,20.0,True,1.0,0.0,TMZ
3567,1ac-1.1.1.1.1.1.1,division,7.0,1ac-1.1.1.1.1.1.2,migration,13.0,False,6.0,0.0,TMZ
3568,1ac-1.1.1.1.1.1.1.1,migration,5.0,1ac-1.1.1.1.1.1.1.2,migration,5.0,True,0.0,0.0,TMZ
3569,1ac-1.1.1.1.1.2.1,migration,12.0,1ac-1.1.1.1.1.2.2,migration,12.0,True,0.0,0.0,TMZ
3570,1ac-1.1.1.1.2.1,division,23.0,1ac-1.1.1.1.2.2,division,23.0,True,0.0,0.0,TMZ
3571,1ac-1.1.1.1.2.1.1,migration,0.0,1ac-1.1.1.1.2.1.2,migration,0.0,True,0.0,0.0,TMZ
3572,1ac-1.1.1.1.2.2.1,migration,0.0,1ac-1.1.1.1.2.2.2,migration,0.0,True,0.0,0.0,TMZ
3573,1ac-1.1.1.2.1,division,10.0,1ac-1.1.1.2.2,division,17.0,True,7.0,0.0,TMZ
3574,1ac-1.1.1.2.1.1,division,13.0,1ac-1.1.1.2.1.2,division,16.0,True,3.0,0.0,TMZ
3575,1ac-1.1.1.2.1.1.1,division,26.0,1ac-1.1.1.2.1.1.2,division,17.0,True,9.0,0.0,TMZ
3576,1ac-1.1.1.2.1.1.1.1,migration,11.0,1ac-1.1.1.2.1.1.1.2,migration,11.0,True,0.0,0.0,TMZ
3577,1ac-1.1.1.2.1.1.2.1,migration,20.0,1ac-1.1.1.2.1.1.2.2,division,4.0,False,16.0,0.0,TMZ
3578,1ac-1.1.1.2.1.1.2.2.1,division,15.0,1ac-1.1.1.2.1.1.2.2.2,migration,15.0,False,0.0,0.0,TMZ
3579,1ac-1.1.1.2.1.2.1,division,18.0,1ac-1.1.1.2.1.2.2,division,9.0,True,9.0,0.0,TMZ
3580,1ac-1.1.1.2.1.2.1.1,migration,16.0,1ac-1.1.1.2.1.2.1.2,division,9.0,False,7.0,0.0,TMZ
3581,1ac-1.1.1.2.1.2.1.2.1,migration,6.0,1ac-1.1.1.2.1.2.1.2.2,division,6.0,False,0.0,0.0,TMZ
3582,1ac-1.1.1.2.1.2.2.1,migration,25.0,1ac-1.1.1.2.1.2.2.2,division,17.0,False,8.0,0.0,TMZ
3583,1ac-1.1.1.2.1.2.2.2.1,migration,7.0,1ac-1.1.1.2.1.2.2.2.2,migration,7.0,True,0.0,0.0,TMZ
3584,1ac-1.1.1.2.2.1,division,8.0,1ac-1.1.1.2.2.2,division,15.0,True,7.0,0.0,TMZ
3585,1ac-1.1.1.2.2.1.1,division,11.0,1ac-1.1.1.2.2.1.2,division,15.0,True,4.0,0.0,TMZ
3586,1ac-1.1.1.2.2.1.1.1,division,17.0,1ac-1.1.1.2.2.1.1.2,division,12.0,True,5.0,0.0,TMZ
3587,1ac-1.1.1.2.2.1.1.1.1,migration,6.0,1ac-1.1.1.2.2.1.1.1.2,migration,6.0,True,0.0,0.0,TMZ
3588,1ac-1.1.1.2.2.1.1.2.1,migration,11.0,1ac-1.1.1.2.2.1.1.2.2,migration,11.0,True,0.0,0.0,TMZ
3589,1ac-1.1.1.2.2.1.2.1,division,14.0,1ac-1.1.1.2.2.1.2.2,division,16.0,True,2.0,0.0,TMZ
3590,1ac-1.1.1.2.2.1.2.1.1,migration,5.0,1ac-1.1.1.2.2.1.2.1.2,migration,5.0,True,0.0,0.0,TMZ
3591,1ac-1.1.1.2.2.1.2.2.1,migration,3.0,1ac-1.1.1.2.2.1.2.2.2,migration,3.0,True,0.0,0.0,TMZ
3592,1ac-1.1.1.2.2.2.1,division,19.0,1ac-1.1.1.2.2.2.2,division,14.0,True,5.0,0.0,TMZ
3593,1ac-1.1.1.2.2.2.1.1,migration,9.0,1ac-1.1.1.2.2.2.1.2,migration,9.0,True,0.0,0.0,TMZ
3594,1ac-1.1.1.2.2.2.2.1,division,9.0,1ac-1.1.1.2.2.2.2.2,division,14.0,True,5.0,0.0,TMZ
3595,1ac-1.1.1.2.2.2.2.1.1,migration,4.0,1ac-1.1.1.2.2.2.2.1.2,division,1.0,False,3.0,0.0,TMZ
3596,1ac-1.1.1.2.2.2.2.1.2.1,migration,2.0,1ac-1.1.1.2.2.2.2.1.2.2,migration,2.0,True,0.0,0.0,TMZ
3597,1ac-1.1.2.1,division,14.0,1ac-1.1.2.2,division,42.0,True,28.0,0.0,TMZ
3598,1ac-1.1.2.1.1,division,10.0,1ac-1.1.2.1.2,division,2.0,True,8.0,0.0,TMZ
3599,1ac-1.1.2.1.1.1,division,22.0,1ac-1.1.2.1.1.2,division,25.0,True,3.0,0.0,TMZ
3600,1ac-1.1.2.1.1.1.1,migration,18.0,1ac-1.1.2.1.1.1.2,division,18.0,False,0.0,0.0,TMZ
3601,1ac-1.1.2.1.1.2.1,migration,15.0,1ac-1.1.2.1.1.2.2,migration,15.0,True,0.0,0.0,TMZ
3602,1ac-1.1.2.1.2.1,division,18.0,1ac-1.1.2.1.2.2,division,7.0,True,11.0,0.0,TMZ
3603,1ac-1.1.2.1.2.1.1,division,24.0,1ac-1.1.2.1.2.1.2,division,13.0,True,11.0,0.0,TMZ
3604,1ac-1.1.2.1.2.1.1.1,migration,5.0,1ac-1.1.2.1.2.1.1.2,migration,5.0,True,0.0,0.0,TMZ
3605,1ac-1.1.2.1.2.1.2.1,division,8.0,1ac-1.1.2.1.2.1.2.2,division,0.0,True,8.0,0.0,TMZ
3606,1ac-1.1.2.1.2.1.2.1.1,division,7.0,1ac-1.1.2.1.2.1.2.1.2,migration,7.0,False,0.0,0.0,TMZ
3607,1ac-1.1.2.1.2.1.2.2.1,migration,15.0,1ac-1.1.2.1.2.1.2.2.2,migration,15.0,True,0.0,0.0,TMZ
3608,1ac-1.1.2.1.2.2.1,division,30.0,1ac-1.1.2.1.2.2.2,division,13.0,True,17.0,0.0,TMZ
3609,1ac-1.1.2.1.2.2.1.1,migration,10.0,1ac-1.1.2.1.2.2.1.2,migration,10.0,True,0.0,0.0,TMZ
3610,1ac-1.1.2.1.2.2.2.1,division,16.0,1ac-1.1.2.1.2.2.2.2,division,23.0,True,7.0,0.0,TMZ
3611,1ac-1.1.2.1.2.2.2.1.1,migration,10.0,1ac-1.1.2.1.2.2.2.1.2,migration,10.0,True,0.0,0.0,TMZ
3612,1ac-1.1.2.1.2.2.2.2.1,division,0.0,1ac-1.1.2.1.2.2.2.2.2,migration,3.0,False,3.0,0.0,TMZ
3613,1ac-1.1.2.1.2.2.2.2.1.1,migration,2.0,1ac-1.1.2.1.2.2.2.2.1.2,migration,2.0,True,0.0,0.0,TMZ
3614,1ac-1.1.2.2.1,migration,24.0,1ac-1.1.2.2.2,migration,24.0,True,0.0,0.0,TMZ
3615,1ac-1.2.1,division,45.0,1ac-1.2.2,division,78.0,True,33.0,0.0,TMZ
3616,1ac-1.2.1.1,migration,44.0,1ac-1.2.1.2,death,33.0,False,11.0,0.0,TMZ
3617,1ac-1.2.2.1,migration,11.0,1ac-1.2.2.2,migration,11.0,True,0.0,0.0,TMZ
3618,1ad-1.1,division,27.0,1ad-1.2,division,18.0,True,9.0,0.0,TMZ
3619,1ad-1.1.1,division,13.0,1ad-1.1.2,division,31.0,True,18.0,0.0,TMZ
3620,1ad-1.1.1.1,division,23.0,1ad-1.1.1.2,division,21.0,True,2.0,0.0,TMZ
3621,1ad-1.1.1.1.1,division,19.0,1ad-1.1.1.1.2,division,34.0,True,15.0,0.0,TMZ
3622,1ad-1.1.1.1.1.1,division,18.0,1ad-1.1.1.1.1.2,migration,27.0,False,9.0,0.0,TMZ
3623,1ad-1.1.1.1.1.1.1,migration,8.0,1ad-1.1.1.1.1.1.2,migration,8.0,True,0.0,0.0,TMZ
3624,1ad-1.1.1.1.2.1,migration,12.0,1ad-1.1.1.1.2.2,migration,12.0,True,0.0,0.0,TMZ
3625,1ad-1.1.1.2.1,division,21.0,1ad-1.1.1.2.2,division,24.0,True,3.0,0.0,TMZ
3626,1ad-1.1.1.2.1.1,division,18.0,1ad-1.1.1.2.1.2,division,12.0,True,6.0,0.0,TMZ
3627,1ad-1.1.1.2.1.1.1,migration,8.0,1ad-1.1.1.2.1.1.2,migration,8.0,True,0.0,0.0,TMZ
3628,1ad-1.1.1.2.1.2.1,migration,14.0,1ad-1.1.1.2.1.2.2,migration,14.0,True,0.0,0.0,TMZ
3629,1ad-1.1.1.2.2.1,division,11.0,1ad-1.1.1.2.2.2,migration,24.0,False,13.0,0.0,TMZ
3630,1ad-1.1.1.2.2.1.1,migration,12.0,1ad-1.1.1.2.2.1.2,migration,12.0,True,0.0,0.0,TMZ
3631,1ad-1.1.2.1,death,32.0,1ad-1.1.2.2,division,9.0,False,23.0,0.0,TMZ
3632,1ad-1.1.2.2.1,division,7.0,1ad-1.1.2.2.2,division,14.0,True,7.0,0.0,TMZ
3633,1ad-1.1.2.2.1.1,division,6.0,1ad-1.1.2.2.1.2,division,16.0,True,10.0,0.0,TMZ
3634,1ad-1.1.2.2.1.1.1,division,22.0,1ad-1.1.2.2.1.1.2,division,19.0,True,3.0,0.0,TMZ
3635,1ad-1.1.2.2.1.1.1.1,migration,5.0,1ad-1.1.2.2.1.1.1.2,migration,5.0,True,0.0,0.0,TMZ
3636,1ad-1.1.2.2.1.1.2.1,migration,8.0,1ad-1.1.2.2.1.1.2.2,migration,8.0,True,0.0,0.0,TMZ
3637,1ad-1.1.2.2.1.2.1,migration,18.0,1ad-1.1.2.2.1.2.2,division,16.0,False,2.0,0.0,TMZ
3638,1ad-1.1.2.2.1.2.2.1,migration,1.0,1ad-1.1.2.2.1.2.2.2,migration,1.0,True,0.0,0.0,TMZ
3639,1ad-1.1.2.2.2.1,division,16.0,1ad-1.1.2.2.2.2,division,9.0,True,7.0,0.0,TMZ
3640,1ad-1.1.2.2.2.1.1,migration,11.0,1ad-1.1.2.2.2.1.2,migration,11.0,True,0.0,0.0,TMZ
3641,1ad-1.1.2.2.2.2.1,division,16.0,1ad-1.1.2.2.2.2.2,migration,18.0,False,2.0,0.0,TMZ
3642,1ad-1.1.2.2.2.2.1.1,migration,1.0,1ad-1.1.2.2.2.2.1.2,migration,1.0,True,0.0,0.0,TMZ
3643,1ad-1.2.1,division,32.0,1ad-1.2.2,division,21.0,True,11.0,0.0,TMZ
3644,1ad-1.2.1.1,division,15.0,1ad-1.2.1.2,division,25.0,True,10.0,0.0,TMZ
3645,1ad-1.2.1.1.1,division,15.0,1ad-1.2.1.1.2,division,22.0,True,7.0,0.0,TMZ
3646,1ad-1.2.1.1.1.1,division,13.0,1ad-1.2.1.1.1.2,migration,29.0,False,16.0,0.0,TMZ
